feature_index,rank_control,rank_nocontrol,interpretation,paralinguistic,paralinguistic_justification,verify_status,verify_date,verify_reason
1023,298,444,,,,,,
7354,1964,445,,,,,,
14200,1965,446,,,,,,
15188,17732,447,,,,,,
1205,862,448,,,,,,
825,1966,449,,,,,,
9767,1246,450,,,,,,
23565,17411,451,,,,,,
1977,159,452,,,,,,
6303,729,453,,,,,,
19597,310,454,,,,,,
21171,1967,455,,,,,,
23883,1968,456,,,,,,
16284,144,457,,,,,,
1632,725,458,,,,,,
15850,1415,459,,,,,,
11701,18163,460,,,,,,
8849,1969,461,,,,,,
40,426,462,,,,,,
5418,542,463,,,,,,
4430,17391,464,,,,,,
16358,1970,465,,,,,,
3215,294,466,,,,,,
17254,1971,467,,,,,,
17555,17605,468,,,,,,
19745,18193,469,,,,,,
6521,1972,470,,,,,,
12678,633,471,,,,,,
21258,949,472,,,,,,
10717,17968,473,,,,,,
15677,1278,474,,,,,,
15935,1973,475,,,,,,
9841,1974,476,,,,,,
12215,1975,477,,,,,,
15294,1976,478,,,,,,
19303,1977,479,,,,,,
837,18186,480,,,,,,
23874,1002,481,,,,,,
702,545,482,,,,,,
19021,18120,483,,,,,,
10540,388,484,,,,,,
14777,1978,485,,,,,,
10359,1719,486,,,,,,
23549,483,487,,,,,,
11652,617,488,,,,,,
22991,316,489,,,,,,
14513,444,490,,,,,,
23611,490,491,,,,,,
23329,274,492,,,,,,
8078,254,493,,,,,,
4456,288,494,,,,,,
6185,17362,495,,,,,,
673,1979,496,,,,,,
8103,1238,497,,,,,,
7636,873,498,,,,,,
5397,1980,499,,,,,,
1971,1013,500,,,,,,
1841,1981,501,,,,,,
1058,1982,502,,,,,,
16837,1983,503,,,,,,
7302,1984,504,,,,,,
10885,1339,505,,,,,,
20987,1985,506,,,,,,
23949,327,507,,,,,,
4723,775,508,,,,,,
20058,1986,509,,,,,,
9815,314,510,,,,,,
5116,343,511,,,,,,
7164,17824,512,,,,,,
20946,153,513,,,,,,
13923,1987,514,,,,,,
23163,1988,515,,,,,,
19362,395,516,,,,,,
12240,17157,517,,,,,,
777,739,518,,,,,,
14539,18261,519,,,,,,
21952,17205,520,,,,,,
1587,462,521,,,,,,
204,1353,522,,,,,,
1479,1681,523,,,,,,
16437,1989,524,,,,,,
18906,870,525,,,,,,
17119,17649,526,,,,,,
19684,811,527,,,,,,
15293,156,528,,,,,,
3296,869,529,,,,,,
10173,17847,530,,,,,,
5378,684,531,,,,,,
6679,1990,532,,,,,,
1854,845,533,,,,,,
5368,1991,534,,,,,,
5781,1992,535,,,,,,
7221,1993,536,,,,,,
23501,1994,537,,,,,,
20258,1995,538,,,,,,
3593,1175,539,,,,,,
7391,1996,540,,,,,,
17516,17314,541,,,,,,
11381,16848,542,,,,,,
3862,17022,543,,,,,,
16987,17058,544,,,,,,
23792,1997,545,,,,,,
17354,843,546,,,,,,
5296,17257,547,,,,,,
9103,1998,548,,,,,,
17113,413,549,,,,,,
6287,494,550,,,,,,
19067,1999,551,,,,,,
4802,561,552,,,,,,
1017,1342,553,,,,,,
17705,820,554,,,,,,
7028,663,555,,,,,,
13586,352,556,,,,,,
19966,17978,557,,,,,,
5490,2000,558,,,,,,
2173,2001,559,,,,,,
1199,549,560,,,,,,
710,1815,561,,,,,,
14577,1408,562,,,,,,
22052,632,563,,,,,,
20036,608,564,,,,,,
22453,1241,565,,,,,,
3573,403,566,,,,,,
23532,424,567,,,,,,
16770,2002,568,,,,,,
5566,699,569,,,,,,
18292,910,570,,,,,,
17915,255,571,,,,,,
18450,1212,572,,,,,,
2109,17594,573,,,,,,
3832,2003,574,,,,,,
18650,1075,575,,,,,,
3019,2004,576,,,,,,
11372,2005,577,,,,,,
5927,2006,578,,,,,,
6546,17536,579,,,,,,
21875,2007,580,,,,,,
8454,2008,581,,,,,,
15209,2009,582,,,,,,
22615,2010,583,,,,,,
3681,1090,584,,,,,,
13768,614,585,,,,,,
1394,528,586,,,,,,
20238,177,587,,,,,,
6749,17518,588,,,,,,
13666,17272,589,,,,,,
18229,2011,590,,,,,,
17639,2012,591,,,,,,
5925,18075,592,,,,,,
17716,18040,593,,,,,,
23473,322,594,,,,,,
10780,755,595,,,,,,
5446,1622,596,,,,,,
17615,2013,597,,,,,,
19023,16791,598,,,,,,
19800,2014,599,,,,,,
19482,326,602,,,,,,
9619,201,603,,,,,,
12599,422,604,,,,,,
23763,318,610,,,,,,
9871,387,611,,,,,,
1665,562,616,,,,,,
11986,129,621,,,,,,
8649,328,623,,,,,,
12274,583,635,,,,,,
21311,428,638,,,,,,
16218,301,648,,,,,,
12041,378,658,,,,,,
2112,506,664,,,,,,
6,25,666,"Largeness Adjectives [REFINED]: Feature 6 is a LARGENESS DETECTOR that fires on adjectives indicating physical or metaphorical large size (big, huge, large, giant, massive, wide). It requires at least one preceding token to activate and fires stro...",no,Lexical - largeness adjectives (big/huge/large),PASS,2026-01-14T23:06:59.936819+00:00,
13480,364,672,,,,,,
17088,376,674,,,,,,
5187,500,694,,,,,,
12763,505,701,,,,,,
19776,323,708,,,,,,
5073,91,715,,,,,,
15996,385,740,,,,,,
19333,454,742,,,,,,
11647,273,750,,,,,,
22847,540,762,,,,,,
454,568,771,,,,,,
2663,123,774,,,,,,
23289,393,788,,,,,,
9689,282,808,,,,,,
5,221,817,,,,,,
3302,189,822,,,,,,
7897,470,829,,,,,,
21248,331,841,,,,,,
9534,281,852,,,,,,
22257,571,856,,,,,,
10388,530,867,,,,,,
8598,466,876,,,,,,
14641,293,878,,,,,,
2621,512,900,,,,,,
7138,538,925,,,,,,
6193,459,933,,,,,,
15356,243,934,,,,,,
3455,349,950,,,,,,
17406,382,962,,,,,,
19778,577,991,,,,,,
14034,514,1005,,,,,,
15596,517,1041,,,,,,
14176,553,1078,,,,,,
16121,355,1081,,,,,,
12,230,1087,,,,,,
14314,295,1089,,,,,,
22613,558,1096,,,,,,
8263,296,1100,,,,,,
20384,501,1106,,,,,,
8509,284,1128,,,,,,
21370,570,1183,,,,,,
6244,480,1190,,,,,,
22058,342,1192,,,,,,
954,502,1238,,,,,,
23713,548,1270,,,,,,
24242,186,1273,,,,,,
15321,396,1277,,,,,,
23,482,1432,,,,,,
8338,406,1437,,,,,,
19275,83,1490,,,,,,
112,535,1510,,,,,,
52,286,1520,,,,,,
70,303,1552,,,,,,
1048,479,1660,,,,,,
2308,304,1677,,,,,,
1635,468,1747,,,,,,
21485,172,1769,,,,,,
15524,419,1971,,,,,,
16345,233,1974,,,,,,
16316,557,2031,,,,,,
95,457,2069,,,,,,
3370,575,2080,,,,,,
13274,127,2210,,,,,,
16123,380,2232,,,,,,
545,438,2240,,,,,,
226,415,2252,,,,,,
1198,489,2303,,,,,,
335,134,2509,,,,,,
789,246,2523,,,,,,
23468,446,2531,,,,,,
594,222,2627,,,,,,
6035,572,2704,,,,,,
895,197,2759,,,,,,
115,270,2782,,,,,,
435,306,2788,,,,,,
6848,491,2789,,,,,,
16245,543,2842,,,,,,
640,484,2848,,,,,,
51,475,2874,,,,,,
16450,39,2891,Base-form 'check' in imperative/infinitive contexts [REFINED]: Feature 16450 is a syntactic pattern detector for base-form 'check' in imperative and infinitive constructions,,,,,
15897,42,2892,"Uniqueness/Distinctiveness Token Detector [REFINED]: Detects ' unique' and related distinctiveness words (' distinct', ' unusual', ' quaint', ' innovative', ' quirky') when preceded by any context",,,,,
21302,43,2893,"Explosive/Overflow Verb Forms (in context) [REFINED]: Detects verbs expressing explosive release or overflow (bursting, burst, popped, loaded, blew, exploded) requiring left context",,,,,
18856,63,2894,,,,,,
20362,75,2895,,,,,,
15994,86,2896,,,,,,
7143,87,2897,,,,,,
13607,99,2898,,,,,,
2400,101,2899,,,,,,
14485,102,2900,,,,,,
21653,104,2901,,,,,,
10811,106,2902,,,,,,
13421,108,2903,,,,,,
3127,112,2904,,,,,,
23391,116,2905,,,,,,
11064,131,2906,,,,,,
2543,139,2907,,,,,,
3549,143,2908,,,,,,
12466,145,2909,,,,,,
4348,149,2910,,,,,,
3639,151,2911,,,,,,
2196,158,2912,,,,,,
11918,162,2913,,,,,,
23805,175,2914,,,,,,
1675,178,2915,,,,,,
7201,183,2916,,,,,,
15919,187,2917,,,,,,
21511,190,2918,,,,,,
5881,202,2919,,,,,,
24457,203,2920,,,,,,
2499,207,2921,,,,,,
11583,208,2922,,,,,,
348,209,2923,,,,,,
6354,211,2924,,,,,,
23665,223,2925,,,,,,
17087,224,2926,,,,,,
8973,225,2927,,,,,,
1026,227,2928,,,,,,
12752,237,2929,,,,,,
23485,244,2930,,,,,,
2664,247,2931,,,,,,
13361,248,2932,,,,,,
8668,250,2933,,,,,,
11841,251,2934,,,,,,
8072,253,2935,,,,,,
6488,257,2936,,,,,,
8208,259,2937,,,,,,
6508,261,2938,,,,,,
17211,263,2939,,,,,,
21975,264,2940,,,,,,
489,265,2941,,,,,,
22089,266,2942,,,,,,
8153,267,2943,,,,,,
13246,269,2944,,,,,,
7182,272,2945,,,,,,
13296,277,2946,,,,,,
650,279,2947,,,,,,
17217,287,2948,,,,,,
497,291,2949,,,,,,
21409,305,2950,,,,,,
17510,308,2951,,,,,,
2598,317,2952,,,,,,
19969,319,2953,,,,,,
3149,332,2954,,,,,,
23140,333,2955,,,,,,
24366,335,2956,,,,,,
10753,336,2957,,,,,,
5628,337,2958,,,,,,
21398,339,2959,,,,,,
24506,340,2960,,,,,,
10298,345,2961,,,,,,
3474,346,2962,,,,,,
11362,351,2963,,,,,,
9757,353,2964,,,,,,
16034,356,2965,,,,,,
16443,357,2966,,,,,,
23242,360,2967,,,,,,
3341,362,2968,,,,,,
4690,363,2969,,,,,,
3201,365,2970,,,,,,
7121,368,2971,,,,,,
14232,369,2972,,,,,,
11321,370,2973,,,,,,
21212,371,2974,,,,,,
16728,373,2975,,,,,,
6171,374,2976,,,,,,
3112,375,2977,,,,,,
15719,377,2978,,,,,,
18635,379,2979,,,,,,
13838,383,2980,,,,,,
4792,384,2981,,,,,,
3355,386,2982,,,,,,
23552,389,2983,,,,,,
4403,394,2984,,,,,,
8889,397,2985,,,,,,
23966,405,2986,,,,,,
17710,407,2987,,,,,,
10464,409,2988,,,,,,
23031,411,2989,,,,,,
11043,414,2990,,,,,,
14077,416,2991,,,,,,
15009,417,2992,,,,,,
17784,418,2993,,,,,,
3906,420,2994,,,,,,
22801,423,2995,,,,,,
20853,429,2996,,,,,,
1157,431,2997,,,,,,
8186,433,2998,,,,,,
5791,437,2999,,,,,,
4640,439,3000,,,,,,
508,441,3001,,,,,,
5636,442,3002,,,,,,
9357,445,3003,,,,,,
10234,448,3004,,,,,,
16885,449,3005,,,,,,
4083,450,3006,,,,,,
18407,456,3007,,,,,,
21187,461,3008,,,,,,
9844,464,3009,,,,,,
20171,469,3010,,,,,,
8027,471,3011,,,,,,
9139,476,3012,,,,,,
12503,481,3013,,,,,,
11449,495,3014,,,,,,
15403,497,3015,,,,,,
22718,498,3016,,,,,,
6237,499,3017,,,,,,
3935,503,3018,,,,,,
23973,504,3019,,,,,,
5496,511,3020,,,,,,
21957,513,3021,,,,,,
21562,518,3022,,,,,,
13511,521,3023,,,,,,
23070,522,3024,,,,,,
6506,523,3025,,,,,,
15656,526,3026,,,,,,
4261,529,3027,,,,,,
22946,531,3028,,,,,,
16497,532,3029,,,,,,
7252,533,3030,,,,,,
14760,539,3031,,,,,,
5145,541,3032,,,,,,
6622,544,3033,,,,,,
20479,546,3034,,,,,,
19068,547,3035,,,,,,
16032,550,3036,,,,,,
5581,551,3037,,,,,,
3225,552,3038,,,,,,
5344,554,3039,,,,,,
13294,556,3040,,,,,,
20389,563,3041,,,,,,
15634,564,3042,,,,,,
5495,565,3043,,,,,,
12360,569,3044,,,,,,
5033,573,3045,,,,,,
18804,576,3046,,,,,,
5790,579,3047,,,,,,
22677,581,3048,,,,,,
4213,574,17852,,,,,,
191,391,17910,,,,,,
164,402,18003,,,,,,
3,41,18008,"Context-Dependent 'Add/Mention' Verbs + ' micro' Token with Left Context [REFINED]: Polysemous feature detecting (1) ' add' or ' mention' tokens in non-imperative syntactic positions, and (2) the standalone ' micro' token when preceded by any context",,,,,
4,136,18021,,,,,,
5785,537,18037,,,,,,
2,114,18053,,,,,,
8,329,18061,,,,,,
23789,510,18066,,,,,,
41,252,18071,,,,,,
22894,330,18076,,,,,,
7,232,18078,,,,,,
15548,381,18082,,,,,,
14143,315,18088,,,,,,
2739,165,18091,,,,,,
24379,440,18095,,,,,,
7304,348,18096,,,,,,
1,96,18097,,,,,,
22812,231,18099,,,,,,
20612,361,18102,,,,,,
11602,307,18105,,,,,,
1008,401,18116,,,,,,
23956,210,18122,,,,,,
5991,425,18123,,,,,,
11978,169,18124,,,,,,
17525,285,18127,,,,,,
9550,110,18137,,,,,,
1747,236,18143,,,,,,
22547,451,18147,,,,,,
11873,249,18153,,,,,,
22386,559,18156,,,,,,
583,97,18157,,,,,,
14090,59,18161,,,,,,
22151,472,18164,,,,,,
11907,215,18166,,,,,,
22635,67,18168,,,,,,
22080,52,18169,give/gave/gives + it/this/that (1st-person preference) [REFINED]: Feature 22080 is a lexical bigram detector for 'give + it/this/that' with strongest activation when 'I' is the subject.,,,,,
6087,527,18170,,,,,,
916,125,18178,,,,,,
9117,213,18188,,,,,,
21726,289,18196,,,,,,
4066,271,18198,,,,,,
9148,58,18201,,,,,,
11147,82,18206,,,,,,
24286,84,18212,,,,,,
9704,477,18213,,,,,,
3702,220,18216,,,,,,
16178,79,18217,,,,,,
8313,176,18220,,,,,,
21261,93,18222,,,,,,
1263,341,18224,,,,,,
23335,312,18227,,,,,,
14932,182,18228,,,,,,
4432,168,18230,,,,,,
10320,226,18232,,,,,,
14639,137,18234,,,,,,
11023,278,18237,,,,,,
16641,313,18238,,,,,,
20083,204,18240,,,,,,
14505,111,18243,,,,,,
3051,299,18244,,,,,,
14049,160,18248,,,,,,
13627,14,18249,NP-Copula-Adjective Clause Boundary [REFINED]: Feature 13627 detects clause boundaries after predicative adjective constructions of the form '[Noun Phrase] is/was [Adjective]'. The copula is causally necessary (ablation confirmed). Sentiment is ir...,no,Syntactic - clause boundary after copula+adjective,WARN,2026-01-14T22:30:52.135859+00:00,The low accuracy (55%) requires context to interpret. The test suite was designed to test and refine
14944,245,18251,,,,,,
17515,117,18254,,,,,,
13694,467,18261,,,,,,
13925,80,18264,,,,,,
1019,74,18265,,,,,,
1410,188,18267,,,,,,
4697,155,18269,,,,,,
13654,241,18270,,,,,,
19838,300,18271,,,,,,
1282,122,18272,,,,,,
1417,126,18274,,,,,,
6209,180,18277,,,,,,
3972,54,18279,Appetizer/Appetizing token detector [REFINED]: Feature 3972 fires on the BPE token ' appet' whenever it appears at position > 0 in the sequence.,,,,,
3173,218,18281,,,,,,
4394,120,18284,,,,,,
5337,150,18286,,,,,,
12359,45,18287,"All in all / Discourse 'X [in/of] all' Phrase Detector [REFINED]: Detects discourse phrases like 'All in all', 'First of all', 'Most of all' with case sensitivity",,,,,
8794,95,18288,,,,,,
20217,311,18289,,,,,,
7415,92,18291,,,,,,
20596,390,18293,,,,,,
5804,64,18294,,,,,,
1087,130,18298,,,,,,
19463,20,18300,"Ordinal + Time Lexical Pattern [REFINED]: Feature 19463 is a lexical pattern detector for the compound phrase 'ordinal + time'. It fires on the word 'time' when immediately preceded by an ordinal (second, third, first, 2nd, hundredth, etc.). Origi...",no,Lexical - ordinal + time pattern,PASS,2026-01-14T22:59:25.616807+00:00,
208,32,18301,"Typographically-prominent discourse markers (summary/addendum/topic-shift) [REFINED]: Detects specific discourse marker words (Overall, Update, Also, Edit, Bonus, Summary, Other, Lastly) when they appear in typographically marked positions (after ...",,,,,
19056,6,18302,"Atmosphere/Environment Token Detector [REFINED]: Feature 19056 is a lexical detector for the tokens 'atmosphere' and 'environment', firing regardless of semantic context (restaurant reviews, planetary science, workplace, literature). It also detec...",no,Lexical - tokens (atmosphere/environment),PASS,2026-01-14T22:23:59.012020+00:00,
24576,321,18306,,,,,,
6262,1137,600,,,,,,
17300,2015,601,,,,,,
22650,946,605,,,,,,
10003,17437,606,,,,,,
13777,2016,607,,,,,,
17491,2017,608,,,,,,
12808,17340,609,,,,,,
14283,2018,612,,,,,,
5685,1634,613,,,,,,
11912,2019,614,,,,,,
4146,2020,615,,,,,,
3835,2021,617,,,,,,
2379,704,618,,,,,,
23480,880,619,,,,,,
22638,2022,620,,,,,,
21733,18258,622,,,,,,
20765,1191,624,,,,,,
17679,2023,625,,,,,,
3678,2024,626,,,,,,
9517,771,627,,,,,,
17688,952,628,,,,,,
3328,2025,629,,,,,,
24006,17769,630,,,,,,
9993,2026,631,,,,,,
22891,16799,632,,,,,,
898,2027,633,,,,,,
15292,763,634,,,,,,
264,17783,636,,,,,,
14902,16808,637,,,,,,
23362,2028,639,,,,,,
1890,1167,640,,,,,,
13453,2029,641,,,,,,
17879,1003,642,,,,,,
22402,1784,643,,,,,,
23461,1322,644,,,,,,
7536,2030,645,,,,,,
13985,1530,646,,,,,,
8299,1571,647,,,,,,
20900,2031,649,,,,,,
16553,1106,650,,,,,,
16336,2032,651,,,,,,
7678,1360,652,,,,,,
20232,932,653,,,,,,
22792,634,654,,,,,,
6166,2033,655,,,,,,
5255,2034,656,,,,,,
775,2035,657,,,,,,
3514,2036,659,,,,,,
22278,2037,660,,,,,,
13871,1436,661,,,,,,
17740,2038,662,,,,,,
20166,2039,663,,,,,,
4292,846,665,,,,,,
11526,2040,667,,,,,,
9979,849,668,,,,,,
4366,1373,669,,,,,,
10198,2041,670,,,,,,
24303,736,671,,,,,,
4426,2042,673,,,,,,
1937,801,675,,,,,,
2205,2043,676,,,,,,
22885,1348,677,,,,,,
4158,17673,678,,,,,,
13380,878,679,,,,,,
10541,2044,680,,,,,,
17667,2045,681,,,,,,
21797,1154,682,,,,,,
16503,951,683,,,,,,
8620,680,684,,,,,,
20626,2046,685,,,,,,
5441,2047,686,,,,,,
6646,748,687,,,,,,
19921,2048,688,,,,,,
13503,2049,689,,,,,,
20189,18207,690,,,,,,
7423,710,691,,,,,,
14440,2050,692,,,,,,
5665,18098,693,,,,,,
17277,2051,695,,,,,,
6931,18309,696,,,,,,
9383,17877,697,,,,,,
13488,765,698,,,,,,
17559,2052,699,,,,,,
23752,674,700,,,,,,
21367,2053,702,,,,,,
15317,17124,703,,,,,,
8823,2054,704,,,,,,
8875,17511,705,,,,,,
17206,948,706,,,,,,
3217,17264,707,,,,,,
13069,1473,709,,,,,,
24530,2055,710,,,,,,
14022,827,711,,,,,,
8245,876,712,,,,,,
12613,2056,713,,,,,,
15061,2057,714,,,,,,
10288,18060,716,,,,,,
3548,987,717,,,,,,
2250,1728,718,,,,,,
15526,16927,719,,,,,,
14408,2058,720,,,,,,
2439,2059,721,,,,,,
5560,2060,722,,,,,,
6989,18190,723,,,,,,
16624,2061,724,,,,,,
3198,732,725,,,,,,
17237,2062,726,,,,,,
7607,1618,727,,,,,,
16531,2063,728,,,,,,
11733,17440,729,,,,,,
24244,17827,730,,,,,,
1062,1720,731,,,,,,
12898,630,732,,,,,,
16347,618,733,,,,,,
9397,2064,734,,,,,,
23624,2065,735,,,,,,
16894,956,736,,,,,,
22665,2066,737,,,,,,
1044,2067,738,,,,,,
3541,17633,739,,,,,,
9722,2068,741,,,,,,
10902,2069,743,,,,,,
7447,2070,744,,,,,,
10927,2071,745,,,,,,
5953,2072,746,,,,,,
12879,679,747,,,,,,
22983,2073,748,,,,,,
4311,990,749,,,,,,
4008,2074,751,,,,,,
1670,2075,752,,,,,,
10612,2076,753,,,,,,
966,1117,754,,,,,,
17497,2077,755,,,,,,
10696,2078,756,,,,,,
17532,2079,757,,,,,,
